"","date","yn","day","night","dd","month","year"
"508",2017-01-11,0,0,0,0,1,2017
"509",2017-01-12,0,0,0,0,1,2017
"510",2017-01-13,1,0,0,1,1,2017
"511",2017-01-14,0,0,0,0,1,2017
"512",2017-01-15,1,1,0,0,1,2017
"513",2017-01-16,1,1,0,0,1,2017
"514",2017-01-17,1,1,0,0,1,2017
"515",2017-01-18,1,1,0,1,1,2017
"516",2017-01-19,0,0,0,0,1,2017
"517",2017-01-20,1,1,0,1,1,2017
"518",2017-01-21,0,0,0,0,1,2017
"519",2017-01-22,0,0,0,0,1,2017
"520",2017-01-23,1,0,0,1,1,2017
"521",2017-01-25,1,1,0,0,1,2017
"522",2017-01-26,1,1,0,1,1,2017
"523",2017-01-27,1,1,0,1,1,2017
"524",2017-01-28,0,0,0,0,1,2017
"525",2017-01-29,0,0,0,0,1,2017
"526",2017-01-30,1,1,0,1,1,2017
"527",2017-01-31,0,0,0,0,1,2017
"528",2017-02-01,0,0,0,0,2,2017
"529",2017-02-02,0,0,0,0,2,2017
"530",2017-02-03,0,0,0,0,2,2017
"531",2017-02-04,0,0,0,0,2,2017
"532",2017-02-05,0,0,0,0,2,2017
"533",2017-02-06,0,0,0,0,2,2017
"534",2017-02-07,0,0,0,0,2,2017
"535",2017-02-08,0,0,0,0,2,2017
"536",2017-02-09,0,0,0,0,2,2017
"537",2017-02-10,1,1,0,0,2,2017
"538",2017-02-11,0,0,0,0,2,2017
"539",2017-02-12,0,0,0,0,2,2017
"540",2017-02-13,0,0,0,0,2,2017
"541",2017-02-14,1,1,0,1,2,2017
"542",2017-02-15,1,1,0,1,2,2017
"543",2017-02-16,1,1,0,0,2,2017
"544",2017-02-17,1,1,0,1,2,2017
"545",2017-02-18,0,0,0,0,2,2017
"546",2017-02-19,1,0,0,1,2,2017
"547",2017-02-20,0,0,0,0,2,2017
"548",2017-02-21,0,0,0,0,2,2017
"549",2017-02-22,1,0,0,1,2,2017
"550",2017-02-23,0,0,0,0,2,2017
"551",2017-02-24,1,1,0,0,2,2017
"552",2017-02-25,1,1,0,1,2,2017
"553",2017-02-26,1,1,0,1,2,2017
"554",2017-02-27,1,1,0,1,2,2017
"555",2017-02-28,1,1,0,0,2,2017
"556",2017-03-01,1,1,0,1,3,2017
"557",2017-03-02,0,0,0,0,3,2017
"558",2017-03-03,1,1,0,0,3,2017
"559",2017-03-04,0,0,0,0,3,2017
"560",2017-03-05,0,0,0,0,3,2017
"561",2017-03-06,0,0,0,0,3,2017
"562",2017-03-07,0,0,0,0,3,2017
"563",2017-03-08,1,1,0,1,3,2017
"564",2017-03-09,1,1,0,0,3,2017
"565",2017-03-10,0,0,0,0,3,2017
"566",2017-03-11,1,1,0,1,3,2017
"567",2017-03-12,1,1,0,0,3,2017
"568",2017-03-13,1,1,0,1,3,2017
"569",2017-03-14,1,1,0,1,3,2017
"570",2017-03-15,1,1,0,1,3,2017
"571",2017-03-16,1,1,0,1,3,2017
"572",2017-03-17,1,1,0,1,3,2017
"573",2017-03-18,1,1,0,1,3,2017
"574",2017-03-19,1,1,0,1,3,2017
"575",2017-03-20,1,0,0,1,3,2017
"576",2017-03-21,1,1,0,0,3,2017
"577",2017-03-22,1,1,0,0,3,2017
"578",2017-03-23,0,0,0,0,3,2017
"579",2017-03-24,0,0,0,0,3,2017
"580",2017-03-25,1,0,0,1,3,2017
"581",2017-03-26,0,0,0,0,3,2017
"582",2017-03-27,0,0,0,0,3,2017
"583",2017-03-28,0,0,0,0,3,2017
"584",2017-03-29,1,0,0,1,3,2017
"585",2017-03-30,0,0,0,0,3,2017
"586",2017-03-31,0,0,0,0,3,2017
"587",2017-04-01,1,1,0,0,4,2017
"588",2017-04-02,0,0,0,0,4,2017
"589",2017-04-03,0,0,0,0,4,2017
"590",2017-04-04,0,0,0,0,4,2017
"591",2017-04-05,0,0,0,0,4,2017
"592",2017-04-06,1,1,0,1,4,2017
"593",2017-04-07,0,0,0,0,4,2017
"594",2017-04-08,1,1,0,0,4,2017
"595",2017-04-09,1,1,0,1,4,2017
"596",2017-04-10,0,0,0,0,4,2017
"597",2017-04-11,1,1,0,1,4,2017
"598",2017-04-12,1,1,0,1,4,2017
"599",2017-04-13,1,1,0,0,4,2017
"600",2017-04-14,0,0,0,0,4,2017
"601",2017-04-15,0,0,0,0,4,2017
"602",2017-04-16,1,0,0,1,4,2017
"603",2017-04-17,1,1,0,0,4,2017
"604",2017-04-18,1,1,0,1,4,2017
"605",2017-04-19,1,0,0,1,4,2017
"606",2017-04-20,1,1,0,1,4,2017
"607",2017-04-21,0,0,0,0,4,2017
"608",2017-04-22,1,1,0,0,4,2017
"609",2017-04-23,0,0,0,0,4,2017
"610",2017-04-24,1,1,0,0,4,2017
"611",2017-04-25,1,1,0,1,4,2017
"612",2017-04-26,1,1,0,1,4,2017
"613",2017-04-27,0,0,0,0,4,2017
"614",2017-04-28,0,0,0,0,4,2017
"615",2017-04-29,1,1,0,0,4,2017
"616",2017-04-30,0,0,0,0,4,2017
"617",2017-05-01,0,0,0,0,5,2017
"618",2017-05-02,0,0,0,0,5,2017
"619",2017-05-03,0,0,0,0,5,2017
"620",2017-05-04,0,0,0,0,5,2017
"621",2017-05-05,0,0,0,0,5,2017
"622",2017-05-06,0,0,0,0,5,2017
"623",2017-05-07,0,0,0,0,5,2017
"624",2017-05-08,1,1,0,1,5,2017
"625",2017-05-09,0,0,0,0,5,2017
"626",2017-05-10,0,0,0,0,5,2017
"627",2017-05-11,1,1,0,0,5,2017
"628",2017-05-12,0,0,0,0,5,2017
"629",2017-05-13,0,0,0,0,5,2017
"630",2017-05-14,0,0,0,0,5,2017
"631",2017-05-15,0,0,0,0,5,2017
"632",2017-05-16,0,0,0,0,5,2017
"633",2017-05-17,0,0,0,0,5,2017
"634",2017-05-18,1,1,0,0,5,2017
"635",2017-05-19,0,0,0,0,5,2017
"636",2017-05-20,1,0,0,1,5,2017
"637",2017-05-21,1,1,0,1,5,2017
"638",2017-05-22,1,1,0,0,5,2017
"639",2017-05-23,1,1,0,1,5,2017
"640",2017-05-24,1,1,0,1,5,2017
"641",2017-05-25,1,0,0,1,5,2017
"642",2017-05-26,0,0,0,0,5,2017
"643",2017-05-27,1,1,0,1,5,2017
"644",2017-05-28,1,1,0,0,5,2017
"645",2017-05-29,0,0,0,0,5,2017
"646",2017-05-30,1,1,0,0,5,2017
"647",2017-05-31,0,0,0,0,5,2017
"648",2017-06-01,0,0,0,0,6,2017
"649",2017-06-02,0,0,0,0,6,2017
"650",2017-06-03,0,0,0,0,6,2017
"651",2017-06-04,0,0,0,0,6,2017
"652",2017-06-05,0,0,0,0,6,2017
"653",2017-06-06,0,0,0,0,6,2017
"654",2017-06-07,0,0,0,0,6,2017
"655",2017-06-08,0,0,0,0,6,2017
"656",2017-06-09,1,1,0,0,6,2017
"657",2017-06-10,0,0,0,0,6,2017
"658",2017-06-11,0,0,0,0,6,2017
"659",2017-06-12,0,0,0,0,6,2017
"660",2017-06-13,0,0,0,0,6,2017
"661",2017-06-14,0,0,0,0,6,2017
"662",2017-06-15,0,0,0,0,6,2017
"663",2017-06-16,0,0,0,0,6,2017
"664",2017-06-17,0,0,0,0,6,2017
"665",2017-06-18,0,0,0,0,6,2017
"666",2017-06-19,1,0,0,1,6,2017
"667",2017-06-20,0,0,0,0,6,2017
"668",2017-06-21,1,1,0,0,6,2017
"669",2017-06-22,1,1,0,0,6,2017
"670",2017-06-23,0,0,0,0,6,2017
"671",2017-06-24,0,0,0,0,6,2017
"672",2017-06-25,0,0,0,0,6,2017
"673",2017-06-26,1,1,0,1,6,2017
"674",2017-06-27,1,1,0,1,6,2017
"675",2017-06-28,0,0,0,0,6,2017
"676",2017-06-29,0,0,0,0,6,2017
"677",2017-06-30,0,0,0,0,6,2017
"678",2017-07-01,0,0,0,0,7,2017
"679",2017-07-02,0,0,0,0,7,2017
"680",2017-07-03,0,0,0,0,7,2017
"681",2017-07-04,1,1,0,1,7,2017
"682",2017-07-05,1,1,0,1,7,2017
"683",2017-07-06,0,0,0,0,7,2017
"684",2017-07-07,0,0,0,0,7,2017
"685",2017-07-08,0,0,0,0,7,2017
"686",2017-07-09,0,0,0,0,7,2017
"687",2017-07-10,1,0,0,1,7,2017
"688",2017-07-11,0,0,0,0,7,2017
"689",2017-07-12,0,0,0,0,7,2017
"690",2017-07-13,0,0,0,0,7,2017
"691",2017-07-14,0,0,0,0,7,2017
"692",2017-07-15,0,0,0,0,7,2017
"693",2017-07-16,0,0,0,0,7,2017
"694",2017-07-17,0,0,0,0,7,2017
"695",2017-07-18,0,0,0,0,7,2017
"696",2017-07-19,0,0,0,0,7,2017
"697",2017-07-20,1,1,0,1,7,2017
"698",2017-07-21,0,0,0,0,7,2017
"699",2017-07-22,0,0,0,0,7,2017
"700",2017-07-23,0,0,0,0,7,2017
"701",2017-07-24,1,0,0,1,7,2017
"702",2017-07-25,0,0,0,0,7,2017
"703",2017-07-26,1,1,0,1,7,2017
"704",2017-07-27,0,0,0,0,7,2017
"705",2017-07-28,0,0,0,0,7,2017
"706",2017-07-29,0,0,0,0,7,2017
"707",2017-07-30,0,0,0,0,7,2017
"708",2017-07-31,1,1,0,0,7,2017
"709",2017-08-01,0,0,0,0,8,2017
"710",2017-08-02,0,0,0,0,8,2017
"711",2017-08-03,0,0,0,0,8,2017
"712",2017-08-04,1,0,0,1,8,2017
"713",2017-08-05,0,0,0,0,8,2017
"714",2017-08-06,1,1,0,1,8,2017
"715",2017-08-07,0,0,0,0,8,2017
"716",2017-08-08,1,1,0,0,8,2017
"717",2017-08-09,0,0,0,0,8,2017
"718",2017-08-10,0,0,0,0,8,2017
"719",2017-08-11,0,0,0,0,8,2017
"720",2017-08-12,0,0,0,0,8,2017
"721",2017-08-13,1,1,0,1,8,2017
"722",2017-08-14,1,1,0,1,8,2017
"723",2017-08-15,1,1,0,1,8,2017
"724",2017-08-16,1,1,0,1,8,2017
"725",2017-08-17,1,1,0,0,8,2017
"726",2017-08-18,1,1,0,1,8,2017
"727",2017-08-19,1,1,0,1,8,2017
"728",2017-08-20,0,0,0,0,8,2017
"729",2017-08-21,1,1,0,0,8,2017
"730",2017-08-22,1,1,0,1,8,2017
"731",2017-08-23,1,1,0,0,8,2017
"732",2017-08-24,1,1,0,1,8,2017
"733",2017-08-25,0,0,0,0,8,2017
"734",2017-08-26,0,0,0,0,8,2017
"735",2017-08-27,0,0,0,0,8,2017
"736",2017-08-28,1,1,0,0,8,2017
"737",2017-08-29,1,1,0,1,8,2017
"738",2017-08-30,0,0,0,0,8,2017
"739",2017-08-31,0,0,0,0,8,2017
"740",2017-09-01,0,0,0,0,9,2017
"741",2017-09-02,0,0,0,0,9,2017
"742",2017-09-03,1,1,0,1,9,2017
"743",2017-09-04,1,1,0,1,9,2017
"744",2017-09-05,0,0,0,0,9,2017
"745",2017-09-06,0,0,0,0,9,2017
"746",2017-09-07,0,0,0,0,9,2017
"747",2017-09-08,0,0,0,0,9,2017
"748",2017-09-09,1,1,0,1,9,2017
"749",2017-09-10,0,0,0,0,9,2017
"750",2017-09-11,0,0,0,0,9,2017
"751",2017-09-12,0,0,0,0,9,2017
"752",2017-09-13,0,0,0,0,9,2017
"753",2017-09-14,1,0,0,1,9,2017
"754",2017-09-15,0,0,0,0,9,2017
"755",2017-09-16,0,0,0,0,9,2017
"756",2017-09-17,0,0,0,0,9,2017
"757",2017-09-18,1,0,0,1,9,2017
"758",2017-09-19,0,0,0,0,9,2017
"759",2017-09-20,1,1,0,0,9,2017
"760",2017-09-21,1,1,0,1,9,2017
"761",2017-09-22,1,1,0,1,9,2017
"762",2017-09-23,0,0,0,0,9,2017
"763",2017-09-24,0,0,0,0,9,2017
"764",2017-09-25,0,0,0,0,9,2017
"765",2017-09-26,0,0,0,0,9,2017
"766",2017-09-27,0,0,0,0,9,2017
"767",2017-09-28,1,0,0,1,9,2017
"768",2017-09-29,0,0,0,0,9,2017
"769",2017-09-30,0,0,0,0,9,2017
"770",2017-10-01,0,0,0,0,10,2017
"771",2017-10-02,0,0,0,0,10,2017
"772",2017-10-03,0,0,0,0,10,2017
"773",2017-10-04,0,0,0,0,10,2017
"774",2017-10-05,0,0,0,0,10,2017
"775",2017-10-06,0,0,0,0,10,2017
"776",2017-10-07,0,0,0,0,10,2017
"777",2017-10-08,0,0,0,0,10,2017
"778",2017-10-09,0,0,0,0,10,2017
"779",2017-10-10,0,0,0,0,10,2017
"780",2017-10-11,0,0,0,0,10,2017
"781",2017-10-12,0,0,0,0,10,2017
"782",2017-10-13,0,0,0,0,10,2017
"783",2017-10-14,0,0,0,0,10,2017
"784",2017-10-15,1,1,0,0,10,2017
"785",2017-10-16,1,1,0,1,10,2017
"786",2017-10-17,1,1,0,1,10,2017
"787",2017-10-18,0,0,0,0,10,2017
"788",2017-10-19,1,1,0,1,10,2017
"789",2017-10-20,1,1,0,1,10,2017
"790",2017-10-21,1,1,0,1,10,2017
"791",2017-10-22,1,1,0,1,10,2017
"792",2017-10-23,1,1,0,1,10,2017
"793",2017-10-24,1,1,0,1,10,2017
"794",2017-10-25,1,1,0,1,10,2017
"795",2017-10-26,1,1,0,1,10,2017
"796",2017-10-27,1,1,0,1,10,2017
"797",2017-10-28,1,1,0,1,10,2017
"798",2017-10-29,0,0,0,0,10,2017
"799",2017-10-30,0,0,0,0,10,2017
"800",2017-10-31,1,1,0,0,10,2017
"801",2017-11-01,1,1,0,1,11,2017
"802",2017-11-02,1,1,0,1,11,2017
"803",2017-11-03,0,0,0,0,11,2017
"804",2017-11-04,1,1,0,0,11,2017
"805",2017-11-05,1,1,0,0,11,2017
"806",2017-11-06,1,1,0,1,11,2017
"807",2017-11-07,0,0,0,0,11,2017
"808",2017-11-08,0,0,0,0,11,2017
"809",2017-11-09,1,1,0,1,11,2017
"810",2017-11-10,1,1,0,1,11,2017
"811",2017-11-11,1,1,0,1,11,2017
"812",2017-11-12,1,0,0,1,11,2017
"813",2017-11-13,1,1,0,1,11,2017
"814",2017-11-14,1,1,0,1,11,2017
"815",2017-11-15,1,1,0,1,11,2017
"816",2017-11-16,0,0,0,0,11,2017
"817",2017-11-17,1,1,0,1,11,2017
"818",2017-11-18,1,1,0,0,11,2017
"819",2017-11-19,1,1,0,1,11,2017
"820",2017-11-20,1,1,0,1,11,2017
"821",2017-11-21,1,1,0,1,11,2017
"822",2017-11-22,1,1,0,1,11,2017
"823",2017-11-23,1,0,0,1,11,2017
"824",2017-11-24,1,1,0,0,11,2017
"825",2017-11-25,1,1,0,1,11,2017
"826",2017-11-26,1,0,0,1,11,2017
"827",2017-11-27,1,0,0,1,11,2017
"828",2017-11-28,1,1,0,0,11,2017
"829",2017-11-29,1,1,0,0,11,2017
"830",2017-11-30,1,1,0,0,11,2017
"831",2017-12-01,0,0,0,0,12,2017
"832",2017-12-02,1,1,0,0,12,2017
"833",2017-12-03,1,1,0,1,12,2017
"834",2017-12-04,0,0,0,0,12,2017
"835",2017-12-05,1,1,0,0,12,2017
"836",2017-12-06,1,1,0,1,12,2017
"837",2017-12-07,1,1,0,0,12,2017
"838",2017-12-08,1,1,0,0,12,2017
"839",2017-12-09,1,1,0,0,12,2017
"840",2017-12-10,1,1,0,1,12,2017
"841",2017-12-11,1,1,0,1,12,2017
"842",2017-12-12,1,1,0,1,12,2017
"843",2017-12-13,1,1,0,1,12,2017
"844",2017-12-14,0,0,0,0,12,2017
"845",2017-12-15,1,1,0,0,12,2017
"846",2017-12-16,0,0,0,0,12,2017
"847",2017-12-17,1,1,0,0,12,2017
"848",2017-12-18,1,1,0,1,12,2017
"849",2017-12-19,1,1,0,1,12,2017
"850",2017-12-20,0,0,0,0,12,2017
"851",2017-12-21,0,0,0,0,12,2017
"852",2017-12-22,1,1,0,0,12,2017
"853",2017-12-23,1,1,0,1,12,2017
"854",2017-12-24,1,1,0,0,12,2017
"855",2017-12-25,1,1,0,1,12,2017
"856",2017-12-26,1,1,0,1,12,2017
"857",2017-12-27,1,1,0,1,12,2017
"858",2017-12-28,1,1,0,1,12,2017
"859",2017-12-29,1,0,0,1,12,2017
"860",2017-12-30,1,0,0,1,12,2017
"861",2017-12-31,0,0,0,0,12,2017
"862",2018-01-01,1,1,0,0,1,2018
"863",2018-01-02,1,1,0,1,1,2018
"864",2018-01-03,0,0,0,0,1,2018
"865",2018-01-04,0,0,0,0,1,2018
"866",2018-01-05,0,0,0,0,1,2018
"867",2018-01-06,0,0,0,0,1,2018
"868",2018-01-07,1,1,0,0,1,2018
"869",2018-01-08,1,1,0,1,1,2018
"870",2018-01-09,1,1,0,0,1,2018
"871",2018-01-10,1,1,0,0,1,2018
"872",2018-01-11,1,1,0,1,1,2018
"873",2018-01-12,1,1,0,1,1,2018
"874",2018-01-13,0,0,0,0,1,2018
"875",2018-01-14,1,1,0,0,1,2018
"876",2018-01-15,1,1,0,1,1,2018
"877",2018-01-16,1,1,0,1,1,2018
"878",2018-01-17,1,0,0,1,1,2018
"879",2018-01-18,0,0,0,0,1,2018
"880",2018-01-19,0,0,0,0,1,2018
"881",2018-01-23,1,1,0,0,1,2018
"882",2018-01-24,1,0,0,1,1,2018
"883",2018-01-25,1,1,0,0,1,2018
"884",2018-01-26,1,1,0,1,1,2018
"885",2018-01-27,1,1,0,1,1,2018
"886",2018-01-28,0,0,0,0,1,2018
"887",2018-01-29,1,1,0,0,1,2018
"888",2018-01-30,1,1,0,1,1,2018
"889",2018-01-31,1,1,0,0,1,2018
"890",2018-02-01,0,0,0,0,2,2018
"891",2018-02-02,1,1,0,1,2,2018
"892",2018-02-03,1,1,0,1,2,2018
"893",2018-02-04,1,1,0,1,2,2018
"894",2018-02-05,0,0,0,0,2,2018
"895",2018-02-06,1,0,0,1,2,2018
"896",2018-02-07,1,1,0,0,2,2018
"897",2018-02-08,1,0,0,1,2,2018
"898",2018-02-09,1,1,0,0,2,2018
"899",2018-02-10,0,0,0,0,2,2018
"900",2018-02-11,1,1,0,1,2,2018
"901",2018-02-12,1,1,0,1,2,2018
"902",2018-02-13,1,0,0,1,2,2018
"903",2018-02-14,1,1,0,0,2,2018
"904",2018-02-15,1,1,0,0,2,2018
"905",2018-02-16,1,0,0,1,2,2018
"906",2018-02-17,1,1,0,1,2,2018
"907",2018-02-18,0,0,0,0,2,2018
"908",2018-02-19,0,0,0,0,2,2018
"909",2018-02-20,1,1,0,0,2,2018
"910",2018-02-21,1,1,0,1,2,2018
"911",2018-02-22,0,0,0,0,2,2018
"912",2018-02-23,0,0,0,0,2,2018
"913",2018-02-24,1,1,0,1,2,2018
"914",2018-02-25,1,1,0,1,2,2018
"915",2018-02-26,1,1,0,1,2,2018
"916",2018-02-27,1,1,0,1,2,2018
"917",2018-02-28,1,1,0,1,2,2018
"918",2018-03-01,0,0,0,0,3,2018
"919",2018-03-02,1,1,0,1,3,2018
"920",2018-03-03,1,1,0,1,3,2018
"921",2018-03-04,1,1,0,1,3,2018
"922",2018-03-05,1,1,0,1,3,2018
"923",2018-03-06,1,1,0,1,3,2018
"924",2018-03-07,1,1,0,1,3,2018
"925",2018-03-08,0,0,0,0,3,2018
"926",2018-03-09,0,0,0,0,3,2018
"927",2018-03-14,1,1,0,0,3,2018
"928",2018-03-15,1,1,0,1,3,2018
"929",2018-03-16,0,0,0,0,3,2018
"930",2018-03-17,1,1,0,1,3,2018
"931",2018-03-18,0,0,0,0,3,2018
"932",2018-03-19,1,1,0,0,3,2018
"933",2018-03-20,1,1,0,1,3,2018
"934",2018-03-21,0,0,0,0,3,2018
"935",2018-03-22,0,0,0,0,3,2018
"936",2018-03-23,1,1,0,0,3,2018
"937",2018-03-24,1,1,0,1,3,2018
"938",2018-03-25,1,1,0,1,3,2018
"939",2018-03-26,0,0,0,0,3,2018
"940",2018-03-27,1,1,0,1,3,2018
"941",2018-03-28,1,0,0,1,3,2018
"942",2018-03-29,0,0,0,0,3,2018
"943",2018-03-30,1,1,0,1,3,2018
"944",2018-03-31,1,1,0,1,3,2018
"945",2018-04-01,1,1,0,0,4,2018
"946",2018-04-02,0,0,0,0,4,2018
"947",2018-04-03,0,0,0,0,4,2018
"948",2018-04-04,1,1,0,1,4,2018
"949",2018-04-05,1,1,0,1,4,2018
"950",2018-04-06,1,0,0,1,4,2018
"951",2018-04-07,1,1,0,0,4,2018
"952",2018-04-08,1,1,0,1,4,2018
"953",2018-04-09,1,1,0,1,4,2018
"954",2018-04-10,1,1,0,1,4,2018
"955",2018-04-11,1,1,0,1,4,2018
"956",2018-04-12,1,1,0,1,4,2018
"957",2018-04-13,1,1,0,0,4,2018
"958",2018-04-14,0,0,0,0,4,2018
"959",2018-04-15,0,0,0,0,4,2018
"960",2018-04-16,0,0,0,0,4,2018
"961",2018-04-17,1,1,0,0,4,2018
"962",2018-04-18,1,1,0,1,4,2018
"963",2018-04-19,0,0,0,0,4,2018
"964",2018-04-20,1,1,0,1,4,2018
"965",2018-04-21,1,1,0,1,4,2018
"966",2018-04-22,0,0,0,0,4,2018
"967",2018-04-23,1,1,0,0,4,2018
"968",2018-04-24,1,1,0,1,4,2018
"969",2018-04-25,1,1,0,0,4,2018
"970",2018-04-26,1,1,0,1,4,2018
"971",2018-04-27,1,1,0,1,4,2018
"972",2018-04-28,1,1,0,0,4,2018
"973",2018-04-29,0,0,0,0,4,2018
"974",2018-04-30,0,0,0,0,4,2018
"975",2018-05-01,0,0,0,0,5,2018
"976",2018-05-02,1,1,0,1,5,2018
"977",2018-05-03,0,0,0,0,5,2018
"978",2018-05-04,1,1,0,1,5,2018
"979",2018-05-05,1,1,0,0,5,2018
"980",2018-05-06,0,0,0,0,5,2018
"981",2018-05-07,0,0,0,0,5,2018
"982",2018-05-08,0,0,0,0,5,2018
"983",2018-05-09,0,0,0,0,5,2018
"984",2018-05-10,0,0,0,0,5,2018
"985",2018-05-11,0,0,0,0,5,2018
"986",2018-05-12,1,0,0,1,5,2018
"987",2018-05-13,1,1,0,1,5,2018
"988",2018-05-14,1,1,0,1,5,2018
"989",2018-05-15,1,1,0,1,5,2018
"990",2018-05-16,1,1,0,1,5,2018
"991",2018-05-17,1,1,0,1,5,2018
"992",2018-05-18,0,0,0,0,5,2018
"993",2018-05-19,0,0,0,0,5,2018
"994",2018-05-20,0,0,0,0,5,2018
"995",2018-05-21,0,0,0,0,5,2018
"996",2018-05-22,0,0,0,0,5,2018
"997",2018-05-23,1,1,0,0,5,2018
"998",2018-05-24,1,1,0,1,5,2018
"999",2018-05-25,1,1,0,0,5,2018
"1000",2018-05-26,1,0,0,1,5,2018
"1001",2018-05-27,1,1,0,1,5,2018
"1002",2018-05-28,0,0,0,0,5,2018
"1003",2018-05-29,0,0,0,0,5,2018
"1004",2018-05-30,0,0,0,0,5,2018
"1005",2018-05-31,0,0,0,0,5,2018
"1006",2018-06-01,0,0,0,0,6,2018
"1007",2018-06-02,0,0,0,0,6,2018
"1008",2018-06-03,0,0,0,0,6,2018
"1009",2018-06-04,0,0,0,0,6,2018
"1010",2018-06-05,0,0,0,0,6,2018
"1011",2018-06-06,0,0,0,0,6,2018
"1012",2018-06-07,0,0,0,0,6,2018
"1013",2018-06-08,0,0,0,0,6,2018
"1014",2018-06-09,0,0,0,0,6,2018
